leftEyebrow,rightEyebrow,leftLip,rightLip,lipWidth,lipHeight,label
5.459826,5.322946,4.9848423,5.524494,3.0505154,2.0749087,N/A
5.3466687,5.2152534,5.128383,5.4709406,3.209653,1.7602801,N/A
5.810912,6.052873,3.8818212,3.7761319,2.3271334,0.7538996,N/A
6.498544,7.0157237,5.2450447,4.8651285,3.5662293,1.7351415,N/A
6.3434315,7.121338,5.4318767,4.7608523,3.7137818,1.6087321,N/A
5.7719536,6.1862245,4.102962,3.8993912,2.2711132,1.0343053,N/A
5.687148,5.8879175,4.5657234,4.289357,3.2567677,1.119467,N/A
5.6968627,5.958988,5.319833,5.064516,4.338148,1.6084099,N/A
5.652829,5.798549,5.7709885,5.4525967,4.9344764,1.8605211,N/A
5.4858456,5.646895,4.0836987,4.1145434,2.5128882,0.839381,N/A
5.285628,5.6881075,4.3221583,4.1452684,2.5886204,0.73189396,N/A
5.0362744,5.37022,4.2003417,4.1993527,2.6193266,0.6929443,N/A
5.7001224,5.974146,4.2219443,4.070137,2.1026454,1.2965697,N/A
5.518874,6.080367,4.1635046,3.9427829,2.2080965,1.314438,N/A
5.50133,5.7622147,4.2577295,4.0858326,2.6525784,1.3248937,N/A
5.6013603,5.5680065,4.35535,4.136819,2.9563992,1.5407887,N/A
7.713777,6.8356967,4.190717,4.271605,2.6862736,0.7212212,N/A
7.8584547,6.4860244,4.21893,4.264279,2.656335,0.6892455,N/A
7.5187936,7.01332,5.3443913,5.2043605,4.095185,0.97591394,N/A
7.387973,6.6971083,5.841289,5.5376496,4.550059,1.5244327,N/A
7.4769483,7.1414757,6.2385306,6.142765,4.963154,1.907292,N/A
7.2232456,6.7577133,6.069314,6.019625,4.807511,1.7541958,N/A
6.6443834,6.279483,4.501333,4.5566597,2.9999998,1.0549946,N/A
6.711137,6.5336895,4.4559927,4.4363236,2.8924887,1,N/A
6.977397,6.659087,4.9828997,5.001487,4.2296286,0.9166667,N/A
6.8093643,6.4608684,5.3638105,5.2030773,4.6298,1.0452673,N/A
6.99505,6.493226,5.3090553,5.3488483,4.6663613,1.0019724,N/A
7.084275,6.6425595,4.6632843,4.756097,3.7986186,0.7636372,N/A
7.181865,6.617882,4.66897,4.635005,3.3289235,0.8269231,N/A
6.7374015,6.5379524,4.859704,4.844529,3.2776227,0.94116026,N/A
7.0185747,6.6790347,4.9804754,4.8208447,3.340539,0.84023803,N/A
6.682965,6.5577497,4.6288943,4.585185,3.1157582,0.80777186,N/A
6.408367,6.0212874,4.670497,4.7397575,2.8500497,1.3296903,N/A
6.3919883,6.074558,4.716098,4.9012284,2.9596748,1.3440562,N/A
5.6789255,5.8367624,4.499239,4.6893682,3.2137053,1.1370687,N/A
5.841118,5.98109,5.3722405,5.2316904,4.083362,1.7405752,N/A
5.898149,6.0555696,6.0024867,5.433614,4.5651636,1.9267246,N/A
5.718092,5.8391495,4.3244543,4.4822845,3.0181935,1.2261227,N/A
5.626815,5.706571,6.21599,5.9061537,5.1587863,2.0803108,N/A
5.532568,5.6044965,8.625441,7.802552,7.5109763,3.0783942,N/A
5.576721,5.7630677,4.335238,4.3896675,3.1416252,0.9266081,N/A
5.2946315,5.433215,4.6754174,4.606333,3.2264152,1.0945023,N/A
6.493853,6.1644297,4.6392703,5.0169973,3.4063768,0.7839596,N/A
8.093175,6.71492,5.273718,5.601551,3.5797498,1.4475862,N/A
8.23229,6.701292,5.413321,5.9028206,3.7955441,1.6870549,N/A
8.256149,6.2015257,5.3845787,6.307375,4.0131154,1.9687041,N/A
7.1555047,6.850994,4.120177,4.5043626,2.7453167,0.78907984,N/A
6.6654634,6.067731,5.032444,6.037731,4.7770925,1.3373125,N/A
6.849528,6.2576537,5.9995227,6.847902,5.8037076,1.9118505,N/A
6.5219684,5.998745,4.992203,5.790307,4.409794,1.3714571,N/A
6.576208,6.3520284,4.1404624,4.3913574,2.7265968,0.69907,N/A
6.934112,6.3531313,4.0798826,4.7410073,2.6579475,0.7593477,N/A
6.5315084,6.169748,4.497497,4.7384114,2.8830607,0.73048216,N/A
6.5533333,6.242881,4.388977,4.6943135,2.534671,1.6082408,N/A
6.070886,5.914587,4.4112167,4.808978,2.46034,1.7629712,N/A
6.6010313,6.2252984,4.370551,4.9313064,2.616534,1.608765,N/A
5.7822943,5.873719,4.0700464,3.9886289,2.1639419,0.90981793,N/A
6.008527,5.9422026,4.101727,4.004637,2.2868302,0.78753847,N/A
5.8068466,6.255125,5.8899245,5.7862744,4.2858095,1.9430673,N/A
6.5983663,6.640359,5.555403,5.466235,3.9460022,1.7107435,N/A
6.141224,6.057028,5.053779,5.2135677,3.5945349,1.3807664,N/A
6.1900425,6.002283,4.401942,4.429202,2.7980232,0.98288405,N/A
6.337673,6.1158085,4.424085,4.4904833,2.8312566,0.9274386,N/A
5.9969306,6.0293593,6.414334,6.074214,5.377501,1.6212548,N/A
6.0267334,6.0786533,6.4603195,6.262414,5.6746325,1.6489325,N/A
6.084206,6.186487,5.8289356,5.7316055,4.9025483,1.4504087,N/A
5.9180503,5.945095,4.43772,4.2904687,2.7402709,0.7591291,N/A
5.741377,5.3990517,5.0614896,5.10625,3.4536536,0.9553803,N/A
5.7287564,5.701109,5.120605,5.149937,3.546694,0.8819885,N/A
6.1249204,6.06194,4.5077424,4.704393,2.60213,1.5684122,N/A
6.0754323,6.1351137,4.5682077,4.5603437,2.6380458,1.3447382,N/A
5.526563,5.495004,4.608241,4.715438,3.321603,0.9383437,N/A
5.5829234,5.5774155,5.03571,4.9705086,3.6882167,1.1218219,N/A
6.6243753,6.779722,12.115936,12.934923,10.7406645,5.8688655,N/A
6.283799,6.347337,12.515303,13.096561,10.92493,5.5548205,N/A
6.0538063,5.6429234,7.9529533,9.210273,8.122164,2.5651412,N/A
6.086222,5.750784,7.0580626,8.010796,6.8329105,2.2895465,N/A
6.020384,5.8600082,5.446126,5.556012,4.1909795,1.1210072,N/A
5.536422,5.18387,5.1160603,5.252359,3.708751,1.025234,N/A
5.365273,5.0427914,5.2827992,5.56837,3.9877207,1.1072731,N/A
5.481873,5.356221,5.446241,5.793347,4.194712,1.1695207,N/A
5.241308,5.2255764,5.537598,5.50102,3.86808,1.9469234,N/A
5.6317887,5.548809,5.3828673,5.612477,3.8607914,1.8642876,N/A
6.0601435,5.635376,4.09068,4.3321013,2.5473309,0.9535208,N/A
7.285361,6.4383755,4.4338927,5.0469193,3.1536245,1.9225206,N/A
7.4054966,6.3382916,4.592044,5.0585713,3.2292972,1.8264832,N/A
6.9810157,6.108944,4.454392,5.0411997,3.110356,1.7404337,N/A
6.5006833,6.148986,4.6749,5.440187,4.098628,1.7235814,N/A
6.363077,5.882573,5.8745112,6.835621,5.719915,2.526641,N/A
6.324599,5.9020433,4.659523,5.224379,3.7615457,1.6901829,N/A
6.3691454,5.9751844,4.072529,4.341318,2.5941863,1.0312425,N/A
6.1517677,5.9571576,4.58916,5.0875516,2.7467706,1.9002558,N/A
6.0336986,5.826047,4.7138314,5.266763,2.7564363,2.1492763,N/A
6.332445,6.125052,4.558209,4.968709,2.915095,1.832997,N/A
5.5698814,5.435009,3.8023736,3.8611698,2.1080954,0.59341395,N/A
5.159119,5.1342525,3.8688784,3.9589942,2.3152807,0.5404357,N/A
6.728202,6.8281875,4.608659,4.5326805,3.2967184,0.87160397,N/A
6.813683,7.26561,5.2784233,4.863818,3.8607717,1.3249648,N/A
6.8715777,7.11664,5.48533,5.020652,4.1622496,1.5578918,N/A
5.494768,5.5515695,4.1142774,4.0339212,2.571081,0.94627774,N/A
5.5751233,5.472783,5.0073624,4.8441577,4.261757,0.8043478,N/A
5.5347757,5.4579887,5.2398405,5.0195055,4.3113403,1.1111112,N/A
5.3709087,5.5106916,5.3716526,5.2656345,4.3721547,1.4187953,N/A
5.6511087,5.4997845,4.1105146,4.101898,2.7452416,0.6183469,N/A
4.9712987,4.9477396,4.1139927,4.09411,2.5321465,0.6241051,N/A
4.900536,4.986992,4.0868425,4.1092873,2.5855782,0.5884419,N/A
5.391778,5.369686,4.3775,4.3364983,2.3702533,1.594041,N/A
5.45393,5.4824758,4.310154,4.365112,2.4365716,1.5092795,N/A
5.9632177,5.9750757,4.607058,4.370312,3.2105708,1.0414921,N/A
6.336462,6.1479616,4.489496,4.3893485,3.0816343,1.1280384,N/A
6.449136,6.734667,6.515068,5.967171,4.8236804,2.3633282,N/A
6.760598,6.6735973,6.961673,6.326729,4.939277,2.9048383,N/A
4.9032903,5.0336227,4.7083964,4.5728054,3.2637472,1.0656147,N/A
4.8851194,5.030431,4.6622305,4.5831394,3.1732376,1.1086469,N/A
5.8399663,5.722175,6.96632,6.5706205,6.0207973,1.8304818,N/A
5.716859,5.7859263,8.1779785,7.539051,7.354779,2.3281305,N/A
5.6853867,5.673234,8.659711,7.812428,7.7678027,2.466304,N/A
5.8344927,5.794558,7.205556,6.7862945,6.463163,1.9325473,N/A
6.0542545,5.840129,4.9519672,5.107709,3.9757054,1.071125,N/A
5.14357,5.070608,4.6025796,4.854515,3.1558325,1.0443763,N/A
4.9891653,4.9977865,4.676689,4.7911825,3.2045455,1.0909091,N/A
5.134182,5.0479755,4.987271,4.898424,2.867442,1.9779025,N/A
4.947794,4.9152555,5.235566,5.2079535,2.6728015,2.519359,N/A
4.929284,4.9429226,5.349032,5.326047,2.6740766,2.9993699,N/A
5.9719343,6.007024,4.308282,4.188923,2.9665375,0.74595535,N/A
5.992613,6.103814,4.0002003,4.012231,2.736676,0.6562042,N/A
6.0684013,6.14905,4.2546573,4.2622375,3.1225235,0.5974304,N/A
6.354874,6.4083796,5.001348,4.6066637,3.5561092,1.1020164,N/A
6.6231904,6.8768206,5.492623,5.288558,4.184573,1.4110721,N/A
6.3388014,6.077119,5.334296,5.3001432,4.244533,1.317299,N/A
5.272173,5.541447,4.1252856,4.038289,2.5964866,0.70958513,N/A
5.07685,5.4618254,4.1156173,4.070483,2.5485148,0.71031773,N/A
5.8948016,5.7647448,4.8358607,4.9087944,3.759727,1.1597681,N/A
5.860554,5.5948706,5.2957497,5.3551188,4.4135256,1.3695652,N/A
5.7494454,5.569312,5.3431053,5.525049,4.5544853,1.4663047,N/A
6.027741,5.9330063,4.177434,4.0287395,2.6321294,0.6502503,N/A
4.8225946,4.9037104,4.1080093,4.0836167,2.409091,0.6666667,N/A
4.8758945,5.0435343,4.132739,4.1206307,2.5238595,0.65098715,N/A
5.785621,5.9005194,4.663434,4.7009735,2.8113208,1.4339622,N/A
5.70795,5.8067603,4.5984874,4.8637147,2.9019551,1.55666,N/A
6.0808496,5.6891346,4.2058477,4.2600374,2.6888888,0.8012336,N/A
5.976844,5.803713,4.255801,4.3597727,2.8140497,0.81395346,N/A
6.6892805,6.378644,6.2776456,6.6420593,5.0754576,2.519241,N/A
6.598518,6.4670258,6.8871813,7.1922317,5.691347,2.9219286,N/A
6.665989,6.329632,7.066384,7.8958316,6.1671863,3.0606408,N/A
5.832059,5.567781,4.74042,4.8230333,3.4654286,0.977851,N/A
5.8163447,5.624544,6.1271276,6.14057,5.2334394,1.6333333,N/A
5.7471657,5.6446047,6.7357697,7.123905,6.1759734,2.416244,N/A
5.7642903,5.687913,7.321889,7.5527153,6.8374557,2.6781566,N/A
5.767845,5.637597,8.512213,8.860117,8.266191,3.3147595,N/A
5.86636,5.585558,4.620425,4.7223186,3.3812878,0.97619045,N/A
5.422961,5.2537174,5.4043593,5.297595,3.3935618,2.3151374,N/A
5.1912503,5.054103,5.753857,5.7359567,3.5820594,3.0545037,N/A
6.086833,6.1426287,4.1509957,4.28823,2.6516366,0.8736958,N/A
5.893604,6.1488914,4.020947,4.2595596,2.5752916,0.8127937,N/A
6.361635,6.112873,5.2343383,5.7250967,4.182642,1.7893672,N/A
6.2290535,6.028593,5.295805,5.890399,4.302762,1.8486296,N/A
5.736842,6.0418773,5.5017867,6.330277,4.5118527,1.9663221,N/A
5.7700634,5.6923227,4.613942,5.080413,3.349793,1.4254316,N/A
5.9805646,5.749182,4.7313,5.071627,3.8678873,1,N/A
5.780547,5.708508,5.100855,5.6651583,4.471073,1.353634,N/A
5.7504597,5.549202,5.9857774,6.3233175,5.291896,1.9687994,N/A
5.9731307,5.904421,4.6134973,4.6581726,3.2372653,0.95330054,N/A
5.4698124,5.5841093,5.152636,5.232998,3.4570909,1.9980319,N/A
5.427157,5.469937,5.040885,5.094717,3.4490128,1.649674,N/A
5.2687902,5.452918,3.9947965,3.9656837,2.4303105,0.64737856,N/A
5.2762194,5.564049,4.126004,3.9879646,2.549671,0.67486465,N/A
5.2838,5.47348,4.7055235,4.6664143,3.1494694,1.2192317,N/A
5.688389,5.926776,5.1658173,5.227396,3.8416657,1.5058323,N/A
5.469468,5.5815444,5.252352,5.361086,4.345345,1.6633863,N/A
5.3993835,5.562064,5.328336,5.547448,4.4683657,1.7146101,N/A
5.527662,5.6740713,4.605241,4.7426777,3.6235127,0.91722554,N/A
5.4376044,5.6150627,4.1556625,4.209005,2.758979,0.70480645,N/A
5.156001,5.170791,4.7299023,4.9014397,3.1372454,0.8224175,N/A
5.4008293,5.403635,4.313334,4.331285,2.7721112,1.168919,N/A
5.356006,5.368469,4.249762,4.4042645,2.6903865,1.2608037,N/A
6.5183067,5.953867,4.1229043,4.12039,2.6904645,0.67286175,N/A
6.5613427,5.675713,4.1231556,3.8147075,2.704128,0.23071794,N/A
6.408353,5.8456163,4.3351703,4.2750096,2.9978693,0.5595525,N/A
7.0229335,6.5755477,5.1320806,4.801282,3.4648817,1.371919,N/A
7.243708,6.875386,5.350627,4.980028,3.646668,1.6428572,N/A
7.132695,6.23518,5.6422987,5.4056535,4.1032186,1.8200952,N/A
5.6636515,5.51775,4.7269225,4.8586154,3.2543354,1.1181198,N/A
5.4628363,5.227144,4.371008,4.4570174,2.7731555,1.0377227,N/A
6.169722,5.856769,4.3501625,4.401162,2.7778394,0.9444444,N/A
6.131371,5.8785696,5.8971343,5.7570686,5.249312,1.3997859,N/A
6.206296,5.760092,6.05486,6.1207695,5.609477,1.5108353,N/A
5.9928,5.928973,4.358745,4.3448067,2.851912,0.7965116,N/A
5.384305,5.2149925,4.659255,4.607602,2.6555414,1.473737,N/A
5.370514,5.1641974,4.6188073,4.624442,2.6446064,1.3579834,N/A
5.7914867,5.4454637,4.068118,4.3728848,2.8315063,0.6928802,N/A
5.5724564,5.3665514,4.104845,4.443672,2.8877404,0.6585773,N/A
5.8043413,5.5001907,4.6362104,4.8423634,3.8528504,1.2129112,N/A
5.784553,5.544593,5.3817205,5.6817036,4.9090967,1.5256777,N/A
5.737468,5.4427776,5.608694,6.0259333,5.2370763,1.6473966,N/A
5.6592026,5.244229,3.9716792,4.3669252,2.7245243,0.7053402,N/A
5.527432,5.1425295,4.121383,4.4992533,2.3904462,1.4613948,N/A
5.075983,4.836751,4.34952,4.6669536,2.401602,1.7001306,N/A
6.2664742,5.799756,5.0620356,5.147053,3.8434956,1.1999096,N/A
6.0106897,5.0760846,4.554883,4.6033473,3.411616,0.8429752,N/A
5.712859,5.4983044,6.918842,6.49681,5.414308,2.2080698,N/A
5.637526,5.50035,6.613807,6.5367804,5.3803477,2.3519242,N/A
5.8319254,5.518507,5.94427,5.9223795,4.6259866,1.9993753,N/A
6.0166993,5.4492826,6.104217,6.2147617,4.7181396,2.153291,N/A
5.8980036,5.331809,6.823802,6.7027254,6.192056,1.9716574,N/A
5.8293157,5.450695,8.521461,8.385902,8.181838,2.5611978,N/A
5.954669,5.584797,10.4361105,9.848688,10.048456,3.1726363,N/A
5.886056,5.423415,7.7824774,7.4381223,6.9171863,2.471766,N/A
5.903964,5.351448,5.5776587,5.7388697,4.476117,1.4008925,N/A
5.0039563,4.952885,6.6151686,6.6025133,4.998042,1.7716271,N/A
5.0640197,4.851868,6.1888127,6.3578196,4.6334476,1.6850327,N/A
5.8549857,5.5030384,6.20737,5.890875,4.6534615,2.462717,N/A
5.8326554,5.518333,6.2901583,6.003071,4.644065,2.6527507,N/A
6.2817345,6.780879,4.296231,4.1942925,2.8334079,0.7709476,N/A
6.009283,6.5661397,3.7718751,3.8265357,2.3335714,0.5669117,N/A
6.7939396,6.6098423,5.31646,5.168843,3.7955537,1.9203877,N/A
6.373996,6.3330803,5.299072,5.072509,3.7427678,1.9738597,N/A
5.558529,5.3070264,4.064872,4.0242286,2.2111528,0.7370509,N/A
5.261682,5.448868,4.2482014,4.2211604,2.2962964,0.8333333,N/A
6.3769054,6.267879,4.949144,4.8325615,4.0670314,1.3706113,N/A
6.1910763,6.316475,5.2045183,5.023182,4.297115,1.3660713,N/A
5.943574,5.905904,4.0296555,4.12786,2.487808,0.65357393,N/A
5.2361703,5.3781285,4.4899297,4.4688416,2.8294668,0.8094466,N/A
5.51297,5.739691,4.4746885,4.311348,2.7554045,0.7755102,N/A
5.43551,5.4253864,4.091659,4.0493927,2.2205975,1.1865617,N/A
5.3335705,5.4198003,4.2168655,4.2067075,2.2634299,1.3685335,N/A
5.3194513,5.473793,4.36714,4.247753,2.1573331,1.6035806,N/A
5.558988,5.682548,4.272546,4.0160384,2.5345383,0.9407434,N/A
5.718152,5.7628026,4.121755,3.896722,2.2298665,0.980233,N/A
5.7754297,6.157551,4.051549,3.9181116,2.2122908,0.98095775,N/A
5.702853,5.855421,4.2981057,4.002326,2.3394964,1.079322,N/A
5.731351,5.723651,4.7870293,4.730936,2.9535897,1.9294072,N/A
5.8566637,5.6757617,4.732826,4.470085,2.7370806,1.9118016,N/A
6.071475,5.7922463,4.657363,4.4581504,2.8912504,1.6002221,N/A
5.5796638,5.474466,5.161124,4.7721524,3.2654614,1.7687664,N/A
5.684532,5.7903285,4.741076,4.285041,3.2705617,1.0194236,N/A
5.6416273,5.578209,5.8445735,5.2011404,4.4475145,1.9453869,N/A
5.7496815,5.5634437,6.117796,5.6692686,5.233565,2.2573237,N/A
5.58504,5.5623074,5.8874416,5.4405346,4.6879554,2.1080432,N/A
5.5929656,5.627692,4.373884,4.068881,2.8202968,0.8995028,N/A
5.1624374,4.917882,4.5839605,4.3639402,2.7578669,0.9800322,N/A
5.188431,5.103833,4.682677,4.418543,2.7,0.981835,N/A
5.3351846,5.208481,4.609716,4.3363943,2.7353728,0.9782407,N/A
5.6790705,5.6059,4.6853724,4.508407,2.9369678,1.4886962,N/A
5.388664,5.4007006,4.9318156,4.734976,2.7827156,2.1521046,N/A
5.4274526,5.286273,5.1600585,4.859516,2.8464642,2.5414488,N/A
5.239052,5.118382,5.321708,5.054205,3.0413036,2.7586057,N/A
5.2108607,5.2258577,5.0079093,4.793333,3.0188444,1.9556769,N/A
6.6513844,7.5534987,4.6044583,4.290091,3.517635,0.40639684,N/A
6.5861635,7.1999598,4.8380976,4.5152836,3.740792,0.53481084,N/A
7.375676,7.5163155,5.896861,5.78428,5.120689,1.1485661,N/A
6.808963,6.8337126,6.038088,6.0740557,5.5282726,1.6172152,N/A
6.7247815,6.9966683,6.808484,7.120423,6.377849,1.7933633,N/A
6.251346,6.026472,6.845226,7.0542164,6.83084,1.2997054,N/A
6.2910485,6.1552954,7.0370455,7.2857485,7.033533,1.6467435,N/A
6.225295,6.19425,9.050552,9.451629,9.339408,2.5208564,N/A
6.3688173,6.123807,10.09497,11.249478,10.842513,2.9943857,N/A
6.466379,6.156768,6.445735,6.835744,6.461703,1.3519745,N/A
6.3839016,6.4588013,4.759759,4.503701,3.5523264,0.77732784,N/A
4.8468304,5.000287,4.8002496,4.77059,3.5965164,0.8088977,N/A
4.804477,5.076538,4.9786453,4.937619,3.799432,0.86836976,N/A
5.1825576,5.3952417,4.5534472,4.6950607,3.183599,1.5120939,N/A
5.1830273,5.1767607,4.573769,4.969093,3.3461185,1.4411772,N/A
5.4471145,5.397686,4.585461,4.881029,3.4440002,1.2768312,N/A
7.171021,6.4342365,4.286924,4.7518616,3.311195,0.86193424,N/A
6.7458353,5.807823,4.1366034,4.032611,2.1889899,0.34384772,N/A
7.3733997,6.407229,3.9377272,3.758497,2.0893157,0.16340213,N/A
7.546281,6.81323,4.4135566,4.4973593,3.1215966,0.8920549,N/A
6.7071095,5.959552,3.8821895,4.0908885,1.983892,0.39181486,N/A
6.50069,6.50194,4.0406194,3.5664837,2.0327556,0.25361618,N/A
5.4201365,5.1690464,4.657535,5.028153,3.37314,0.9969215,N/A
5.3523917,5.1150756,4.7565646,5.08375,3.459628,0.9336388,N/A
5.3487654,5.1169314,4.773343,5.126046,3.4925556,0.97606313,N/A
6.1458707,5.9637294,5.9606266,6.0819016,5.19311,1.8883648,N/A
6.3863955,5.896429,6.539125,6.835786,6.1486926,2.0596607,N/A
6.457677,5.9867926,6.789169,7.072055,6.5593724,1.9063438,N/A
6.7288,6.1319013,6.142998,6.40989,5.6373906,1.7910217,N/A
6.4557395,6.196748,4.5272136,4.4252343,3.1871932,0.6124574,N/A
5.496012,5.268246,5.0234776,5.5178394,4.0588627,0.8334176,N/A
5.8255987,5.4422226,4.6974325,5.414795,3.789838,0.78882885,N/A
5.7354155,5.3958898,4.909611,5.478672,3.9540167,0.8652342,N/A
5.9752665,5.8617215,4.542507,4.7760773,2.9289355,1.5084163,N/A
5.71731,5.649143,4.8412943,5.007061,3.0460246,2.0006452,N/A
5.846272,5.91754,8.881985,8.757066,7.363948,3.9804597,N/A
6.332559,6.1633525,4.0672736,4.116014,2.7197504,0.8619181,N/A
6.464696,6.7406015,4.8635063,4.9331646,3.6788754,1.851457,N/A
6.711473,6.1554203,4.6179705,5.246375,3.8104255,1.7974842,N/A
5.579404,5.9323773,4.2563753,4.2548785,2.697699,1.1130095,N/A
5.4683304,5.7451715,4.3178134,4.2614813,2.7175708,1.0379074,N/A
5.427531,5.6924925,4.5223255,4.5887237,2.8554213,1.4683069,N/A
5.807615,6.347082,6.2165565,5.816075,5.4995875,1.6172152,N/A
5.615653,6.1089,6.157558,5.652551,5.3248487,1.6482683,N/A
5.5556083,6.182246,6.368339,5.688159,5.353762,1.8373656,N/A
5.774746,6.193302,4.9383683,4.7825155,4.064839,1.1988165,N/A
5.7426867,5.652709,4.6204305,4.5314264,3.2318015,1.2101535,N/A
5.21919,5.041044,6.2796636,6.27952,5.1836734,1.9961102,N/A
5.1514854,5.055647,10.887465,11.159845,9.677889,4.9617767,N/A
5.259772,5.1612906,7.5789127,8.072937,6.814047,3.0182223,N/A
5.56896,5.7784176,4.5218463,4.4092407,2.8980024,1.5304296,N/A
5.4590664,5.814352,4.4823246,4.4250054,2.7977965,1.5638249,N/A
5.3190846,5.3357825,4.111835,4.3087416,2.725766,0.66103154,N/A
5.2449794,5.219591,4.111706,4.2308254,2.6646397,0.66770494,N/A
5.395892,5.2530875,4.032259,4.1412435,2.5150468,0.6462172,N/A
5.201229,5.0764017,4.0803213,4.202682,2.5598712,0.714675,N/A
5.098821,5.018192,3.9774897,4.1304383,2.4971774,0.6836426,N/A
5.397276,5.3432865,4.0604076,4.2890024,2.6615918,0.6494126,N/A
5.370207,5.26913,4.5624,4.8809004,3.0259604,1.3339438,N/A
5.318817,5.435321,4.9250956,5.3807993,3.5034199,1.6937168,N/A
5.515374,5.464984,4.9303455,5.152816,3.4421866,1.814804,N/A
5.9586153,5.66607,5.218786,5.2270575,3.6857862,1.9544456,N/A
5.9100504,5.7215786,5.4039993,5.360281,3.8703017,2.1334379,N/A
5.831588,5.685229,4.996531,5.314026,3.7041962,1.7546885,N/A
5.324212,5.186038,4.3491,4.627241,2.9807978,1.0392945,N/A
5.3443794,5.372074,4.1812177,4.2703066,2.6927686,0.69587404,N/A
5.493554,5.375202,4.0833197,4.3106422,2.7119248,0.7002291,N/A
5.60713,5.5978413,4.153447,4.3317294,2.707555,0.74578214,N/A
5.5674286,5.4618797,4.300065,4.4485927,2.7912872,0.8452795,N/A
5.579175,5.644021,4.125747,4.25108,2.6379879,0.73971957,N/A
5.1971226,5.1549253,4.2237754,4.435342,2.8089485,0.74712294,N/A
4.864073,4.861379,4.14642,4.2101455,2.5827777,0.6964521,N/A
4.80817,4.8961973,4.126649,4.2950726,2.6652114,0.68572104,N/A
4.8964934,4.9102983,4.0975485,4.2974577,2.59554,0.66228336,N/A
5.244494,5.156926,4.2049885,4.335195,2.6825173,0.70229006,N/A
5.222389,5.080861,4.1131105,4.2670317,2.6460128,0.65047634,N/A
5.212985,5.2466397,4.083478,4.257964,2.6186073,0.6551498,N/A
5.32426,5.3413887,4.4290905,4.6535163,3.372035,0.8297563,N/A
5.322185,5.409005,4.57225,4.9495783,3.8071532,0.87676764,N/A
5.42913,5.3360457,5.3525095,5.8586626,4.907392,1.3855896,N/A
5.440516,5.430527,5.3429904,5.814843,4.827777,1.586873,N/A
5.427779,5.2539635,4.872744,5.3454432,4.1082954,1.3427196,N/A
5.2849045,5.3096323,4.573111,4.8891754,3.4950187,1.0544939,N/A
5.233913,5.241047,4.1471767,4.2636404,2.7616904,0.67899305,N/A
5.3408027,5.3236084,4.1129556,4.220667,2.6830127,0.6674068,N/A
5.278146,5.3816433,4.1949415,4.178007,2.647531,0.6666666,N/A
5.2755327,5.323476,4.1767387,4.1731997,2.4767375,0.6572262,N/A
4.98989,4.875565,4.0887985,4.231599,2.359227,0.70710677,N/A
5.0611396,5.05227,4.1173387,4.2243857,2.4423652,0.69080514,N/A
5.178531,5.2042637,4.075119,4.2339125,2.6206028,0.65821266,N/A
5.2826104,5.3148775,3.9765003,4.1468563,2.5633855,0.62891185,N/A
5.4833946,5.4957633,4.100624,4.31756,2.613879,0.9002632,N/A
5.6642337,5.7404933,4.011856,4.1674824,2.4012823,0.93494606,N/A
5.817492,5.76311,4.154783,4.275106,2.4517715,1.0985272,N/A
5.379856,5.4313965,4.1187944,4.3123593,2.490519,1.0491288,N/A
5.403469,5.3871803,4.152282,4.3162856,2.4491498,0.9840571,N/A
5.331638,5.2108383,4.1722445,4.253715,2.6834266,0.6674068,N/A
